llm,story,voice_style,concreteness_specificity,register_level,language_mix,rhythm_syntax,syntax_complexity,paragraphing_lineation,sentence_form_preference,pov_distance,pov_person,pov_scope,tense,free_indirect_presence,narrator_reliability,structure_pacing,temporal_handling,narrative_modality,exposition_strategy,narrative_drive,tone_mood,tonal_span,rhetorical_stance,imagery_density,sensory_bias,motif_strategy,dialogue_density,dialogue_subtext,dialogue_markup,experimentation_degree,associative_gaps,metafictional_devices,closure_cadence,closure_form,genre_family,topic_domain,setting_time,setting_space,worldbuilding_intensity,conflict_type,stakes_level,cast_size,internal_external_ratio,realism_spectrum,ending_valence,prompt_dependency,evaluator_id,raw_path
gemini-2.5-pro,story_wc_114.txt,9.0,7.5,High,Monolingual,8.0,8.0,6.5,Hypotaxis,7.5,ThirdLimited,Single,Past,Sustained,Reliable,6.0,Linear,Reflective,Distributed,Character,8.5,3.0,Earnest,8.5,Mixed,Threaded,0.0,0.0,Minimal,2.5,2.0,Absent,8.0,Resonant,Literary,Existential,Contemporary,Workplace,2.5,Internal,Existential,Solo,1.5,1.5,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_114.txt
gemini-2.5-pro,story_wc_121.txt,7.9,6.8,High,Monolingual,7.2,7.6,5.5,Hypotaxis,7.2,ThirdLimited,Single,Past,Incidental,Reliable,3.5,Flashback,Reflective,Distributed,Idea,8.5,3.0,Earnest,8.0,NA,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.5,Decisive,Literary,Existential,Future,Transit,3.5,Internal,Existential,Solo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_121.txt
gemini-2.5-pro,story_wc_128.txt,6.7,7.4,High,Monolingual,6.6,6.0,5.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Character,8.0,3.0,Earnest,7.2,Mixed,Threaded,3.8,5.5,Mixed,1.5,1.0,Absent,8.5,Resonant,Literary,Work,Contemporary,Urban,2.0,Internal,Relational,Duo,3.0,0.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_128.txt
gemini-2.5-pro,story_wc_120.txt,8.8,7.2,High,Monolingual,8.5,7.8,6.5,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.2,Linear,Reflective,Distributed,Idea,9.0,3.5,Earnest,8.7,Visual,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.8,Resonant,Fabulist,Existential,Timeless,Abstract,3.5,Internal,Existential,Solo,1.5,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_120.txt
gemini-2.5-pro,story_wc_122.txt,8.8,8.0,High,Monolingual,8.2,7.8,6.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,7.5,Linear,Balanced,Distributed,Idea,8.8,3.5,Earnest,8.7,Tactile,Threaded,0.0,0.0,Minimal,3.0,2.0,Absent,8.8,Resonant,Literary,Existential,Timeless,Workplace,3.0,Internal,Existential,Solo,2.0,3.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_122.txt
gemini-2.5-pro,story_wc_125.txt,8.6,5.6,High,Monolingual,7.6,7.2,6.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Reflective,Distributed,Idea,8.0,3.5,Earnest,7.5,Visual,Threaded,2.5,7.5,Mixed,3.0,2.0,Absent,7.5,Resonant,Literary,Existential,Future,Rural,3.0,Internal,Existential,Duo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_125.txt
gemini-2.5-pro,story_wc_13.txt,7.8,6.8,High,Monolingual,7.2,6.8,5.5,Balanced,4.5,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,7.0,4.0,Earnest,7.5,Mixed,Transforming,0.0,0.0,Minimal,2.0,1.5,Absent,8.5,Circular,Fabulist,Existential,Timeless,Urban,6.0,Supernatural,Existential,Solo,5.0,9.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_13.txt
gemini-2.5-pro,story_wc_130.txt,8.8,7.8,High,Monolingual,7.5,7.8,5.5,Hypotaxis,6.8,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,8.8,3.5,Earnest,8.9,Visual,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.2,Resonant,Fabulist,Existential,Timeless,Abstract,3.0,Internal,Existential,Solo,1.5,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_130.txt
gemini-2.5-pro,story_wc_126.txt,8.7,8.5,High,Monolingual,8.3,7.5,6.8,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Flashback,Balanced,Distributed,Idea,8.8,3.0,Earnest,8.9,Auditory,Transforming,0.5,7.5,Minimal,2.5,2.0,Absent,9.0,Resonant,Literary,Memory,Future,Rural,4.0,Internal,Existential,Solo,2.0,6.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_126.txt
gemini-2.5-pro,story_wc_132.txt,7.5,7.0,High,Monolingual,7.5,6.5,6.0,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Reflective,Distributed,Character,8.0,3.0,Earnest,7.5,Mixed,Transforming,0.5,6.0,Minimal,1.0,1.0,Absent,8.5,Resonant,Literary,Existential,Contemporary,Workplace,1.0,Internal,Existential,Solo,2.5,0.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_132.txt
gemini-2.5-pro,story_wc_129.txt,8.5,7.5,High,Monolingual,7.5,7.5,6.0,Hypotaxis,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Character,8.5,4.5,Earnest,8.5,Visual,Transforming,1.0,3.0,Minimal,2.0,1.0,Absent,8.5,Resonant,Fabulist,Social,Future,Rural,5.5,Internal,Relational,Small,3.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_129.txt
gemini-2.5-pro,story_wc_119.txt,8.2,6.8,High,Monolingual,7.8,7.0,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Linear,Balanced,Distributed,Character,8.5,3.0,Earnest,7.8,Mixed,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,9.0,Resonant,Literary,Existential,Contemporary,Workplace,3.0,Internal,Existential,Solo,2.5,2.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_119.txt
gemini-2.5-pro,story_wc_127.txt,8.6,8.2,High,Monolingual,7.5,7.8,6.0,Hypotaxis,7.5,ThirdLimited,Single,Past,Incidental,Reliable,8.0,Linear,Balanced,Distributed,Idea,8.5,3.0,Earnest,8.8,Mixed,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,7.5,Resonant,Fabulist,Work,Timeless,Abstract,3.0,Internal,Moral,Solo,1.5,8.5,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_127.txt
gemini-2.5-pro,story_wc_134.txt,8.2,7.6,High,Monolingual,7.4,7.1,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,8.5,4.0,Earnest,8.3,Mixed,Threaded,2.0,6.0,Mixed,3.0,2.0,Absent,8.7,Resonant,Fabulist,Existential,Timeless,Abstract,3.5,Internal,Existential,Duo,3.0,9.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_134.txt
gemini-2.5-pro,story_wc_136.txt,7.8,7.5,High,Monolingual,7.0,6.5,5.5,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,8.5,3.0,Earnest,8.0,Visual,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.5,Decisive,Fabulist,Existential,Contemporary,Urban,3.5,Internal,Existential,Solo,3.5,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_136.txt
gemini-2.5-pro,story_wc_139.txt,8.5,7.5,High,Monolingual,8.0,7.5,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Linear,Balanced,Distributed,Plot,8.0,3.5,Earnest,8.0,Mixed,Threaded,1.0,2.0,Minimal,2.0,2.0,Absent,8.0,Resonant,Literary,Crime,Contemporary,Workplace,3.0,Societal,Moral,Small,4.5,2.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_139.txt
gemini-2.5-pro,story_wc_131.txt,8.5,8.0,High,Monolingual,8.0,7.5,6.5,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Character,9.0,3.0,Earnest,8.5,Visual,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.0,Resonant,Literary,Memory,Contemporary,Workplace,2.0,Internal,Relational,Duo,3.0,3.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_131.txt
gemini-2.5-pro,story_wc_135.txt,7.6,8.2,High,Monolingual,7.4,6.8,5.5,Balanced,5.0,ThirdLimited,Single,Past,Absent,Reliable,5.0,Linear,Balanced,Distributed,Idea,7.5,3.5,Earnest,8.5,Mixed,Threaded,2.0,4.0,Mixed,1.5,2.0,Absent,7.5,Resonant,Literary,Memory,Timeless,Urban,3.5,Societal,Existential,Small,3.5,6.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_135.txt
gemini-2.5-pro,story_wc_137.txt,7.8,7.2,High,Monolingual,7.5,7.8,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,5.5,Linear,Balanced,Distributed,Character,8.2,4.0,Earnest,7.8,Auditory,Threaded,0.5,1.0,Minimal,2.5,1.5,Absent,8.5,Resonant,Fabulist,Memory,Contemporary,Rural,2.0,Internal,Relational,Solo,2.0,6.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_137.txt
gemini-2.5-pro,story_wc_133.txt,7.9,7.5,High,Monolingual,7.2,6.8,5.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,8.0,3.0,Earnest,8.0,Visual,Threaded,2.5,6.0,Mixed,2.0,1.5,Absent,8.5,Resonant,Literary,Memory,Future,Rural,4.0,Internal,Existential,Duo,2.5,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_133.txt
gemini-2.5-pro,story_wc_140.txt,8.7,7.8,High,Monolingual,8.2,7.4,6.3,Balanced,8.6,First,Single,Present,Absent,Ambiguous,3.8,Linear,Reflective,Distributed,Voice,8.6,3.6,Earnest,8.9,Auditory,Transforming,1.2,7.7,Minimal,5.6,4.0,Absent,7.4,Resonant,Literary,Memory,Contemporary,Workplace,2.3,Internal,Existential,Solo,1.7,6.6,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_140.txt
gemini-2.5-pro,story_wc_141.txt,7.8,8.0,High,Monolingual,7.5,7.0,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,7.5,3.0,Earnest,8.0,Mixed,Threaded,0.5,2.0,Minimal,2.0,1.5,Absent,7.5,Resonant,Literary,Existential,Timeless,Workplace,3.0,Internal,Existential,Solo,2.0,6.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_141.txt
gemini-2.5-pro,story_wc_143.txt,7.8,8.0,High,Monolingual,7.5,7.0,6.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,7.5,Linear,Balanced,Distributed,Situation,8.5,3.0,Earnest,8.5,Visual,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.0,Resonant,Speculative,Memory,Future,Rural,5.5,Internal,Existential,Solo,2.5,6.5,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_143.txt
gemini-2.5-pro,story_wc_145.txt,7.8,8.3,Mixed,Monolingual,7.5,7.2,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,8.2,3.0,Earnest,8.5,Visual,Threaded,0.5,2.0,Minimal,2.0,2.0,Absent,7.5,Suspended,Literary,Existential,Contemporary,Workplace,3.5,Internal,Professional,Solo,3.5,7.0,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_145.txt
gemini-2.5-pro,story_wc_144.txt,8.5,8.8,High,Monolingual,7.5,7.0,6.0,Balanced,6.0,ThirdLimited,Single,Past,Absent,Reliable,7.0,Linear,Scenic,Distributed,Situation,8.0,3.0,Earnest,8.5,Tactile,Threaded,1.0,2.0,Minimal,3.0,1.0,Absent,8.5,Resonant,Literary,Work,Future,Workplace,4.0,Environmental,Professional,Duo,7.0,3.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_144.txt
gemini-2.5-pro,story_wc_146.txt,8.5,6.8,High,Monolingual,7.5,7.0,4.5,Balanced,4.0,ThirdLimited,Single,Past,Absent,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.5,3.0,Earnest,7.5,Auditory,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,7.5,Resonant,Fabulist,Existential,Timeless,Urban,3.0,Supernatural,Existential,Solo,3.5,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_146.txt
gemini-2.5-pro,story_wc_142.txt,7.5,7.8,Mixed,Monolingual,7.0,6.5,4.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Linear,Balanced,Distributed,Idea,7.5,3.5,Earnest,7.2,Mixed,Threaded,2.0,5.5,Mixed,2.0,1.5,Absent,7.0,Resonant,Literary,Social,Future,Urban,5.5,Societal,Existential,Small,4.5,6.0,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_142.txt
gemini-2.5-pro,story_wc_154.txt,7.8,7.0,High,Monolingual,7.5,7.2,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.5,Linear,Balanced,Distributed,Character,8.0,3.0,Earnest,7.8,Visual,Threaded,3.0,8.5,Mixed,2.0,2.0,Absent,7.5,Resonant,Literary,Family,Contemporary,Workplace,2.0,Interpersonal,Relational,Small,3.0,1.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_154.txt
gemini-2.5-pro,story_wc_151.txt,8.0,7.8,High,Monolingual,7.5,7.2,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,NA,8.0,3.0,Earnest,8.0,Visual,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,7.5,Suspended,Literary,Existential,Future,Urban,3.0,Internal,Existential,Solo,2.0,3.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_151.txt
gemini-2.5-pro,story_wc_14.txt,8.4,8.6,High,Monolingual,7.5,7.0,6.0,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.7,3.0,Earnest,8.8,Mixed,Threaded,0.0,0.0,Minimal,3.0,2.0,Absent,8.0,Resonant,Fabulist,Memory,Timeless,Rural,4.0,Internal,Existential,Solo,2.0,7.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_14.txt
gemini-2.5-pro,story_wc_149.txt,8.7,7.8,High,Monolingual,7.5,7.9,5.5,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,4.5,Linear,Balanced,Distributed,Situation,8.8,4.0,Earnest,8.5,Visual,Transforming,0.0,0.0,Minimal,2.0,2.0,Absent,8.5,Resonant,Fabulist,Memory,Timeless,Workplace,4.0,Supernatural,Relational,Duo,3.0,8.5,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_149.txt
gemini-2.5-pro,story_wc_157.txt,7.8,6.8,High,Monolingual,7.5,7.2,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Scenic,Distributed,Plot,8.5,3.5,Earnest,8.0,Mixed,Transforming,3.5,7.0,Mixed,2.5,1.5,Absent,7.0,Resonant,Literary,Social,Future,Urban,6.0,Societal,Existential,Small,5.5,8.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_157.txt
gemini-2.5-pro,story_wc_152.txt,7.6,7.8,High,Monolingual,7.0,6.8,5.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Linear,Balanced,Distributed,Plot,7.5,3.5,Earnest,8.0,Visual,Transforming,0.0,0.0,Minimal,2.0,2.0,Absent,7.0,Open,Speculative,NA,Future,Workplace,4.5,Societal,Existential,Solo,3.5,7.0,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_152.txt
gemini-2.5-pro,story_wc_15.txt,8.7,7.0,High,Monolingual,7.6,7.4,6.0,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Linear,Balanced,Distributed,Idea,9.0,5.0,Earnest,8.8,Visual,Transforming,0.0,0.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Fabulist,Memory,Timeless,Abstract,4.0,Environmental,Existential,Solo,5.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_15.txt
gemini-2.5-pro,story_wc_153.txt,8.8,8.5,High,Monolingual,8.3,7.8,6.0,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Character,9.0,3.0,Earnest,9.0,Mixed,Threaded,1.5,7.0,Mixed,2.5,1.5,Absent,8.5,Resonant,Fabulist,Memory,Timeless,Rural,4.0,Internal,Existential,Duo,2.0,8.5,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_153.txt
gemini-2.5-pro,story_wc_150.txt,7.8,7.0,High,Monolingual,7.5,7.8,5.5,Hypotaxis,6.5,ThirdLimited,Single,Past,Incidental,Reliable,5.0,Linear,Reflective,Distributed,Character,8.2,3.5,Earnest,8.0,Mixed,Transforming,0.0,0.0,Minimal,2.0,1.0,Absent,8.5,Resonant,Literary,Memory,Contemporary,Rural,2.0,Internal,Existential,Solo,2.0,2.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_150.txt
gemini-2.5-pro,story_wc_155.txt,8.3,7.8,High,Monolingual,7.9,7.2,5.5,Balanced,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Character,8.5,3.0,Earnest,8.7,Visual,Threaded,0.0,0.0,Minimal,3.0,1.5,Absent,8.2,Resonant,Literary,Memory,Timeless,Urban,4.0,Internal,Existential,Solo,1.5,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_155.txt
gemini-2.5-pro,story_wc_138.txt,8.8,6.6,High,Occasional,7.9,8.2,6.0,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Character,8.7,3.0,Earnest,8.5,Visual,Threaded,0.0,0.0,Minimal,3.0,1.5,Absent,7.5,Decisive,Speculative,Existential,Timeless,Abstract,4.0,Internal,Existential,Solo,3.5,9.0,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_138.txt
gemini-2.5-pro,story_wc_158.txt,9.0,6.8,High,Monolingual,8.2,7.6,6.0,Hypotaxis,7.0,ThirdLimited,Single,Past,Incidental,Reliable,3.0,Linear,Reflective,Distributed,Voice,9.0,5.0,Earnest,8.8,Mixed,Transforming,0.0,0.0,Minimal,3.5,2.0,Absent,8.0,Resonant,Fabulist,Existential,Timeless,Abstract,2.5,Internal,Existential,Solo,1.0,8.8,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_158.txt
gemini-2.5-pro,story_wc_148.txt,9.0,7.8,High,Monolingual,8.5,7.5,6.5,Balanced,8.0,First,Single,Mixed,Absent,Ambiguous,4.0,Linear,Reflective,Distributed,Voice,9.0,3.0,Earnest,9.0,Visual,Threaded,0.0,0.0,Minimal,3.5,2.0,Incidental,7.5,Resonant,Fabulist,Existential,Timeless,Workplace,3.0,Internal,Existential,Solo,2.0,8.0,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_148.txt
gemini-2.5-pro,story_wc_147.txt,8.7,7.8,High,Monolingual,7.6,7.7,2.0,Hypotaxis,8.6,First,Single,Past,Absent,Reliable,7.0,Linear,Balanced,Distributed,Character,9.5,3.0,NA,8.9,Mixed,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.6,Resonant,Speculative,Existential,Future,Abstract,4.0,Internal,Existential,Solo,3.0,7.0,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_147.txt
gemini-2.5-pro,story_wc_159.txt,8.8,7.2,High,Monolingual,7.5,7.8,5.5,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,7.0,Linear,Balanced,Distributed,Idea,9.2,2.5,Earnest,8.9,Mixed,Threaded,0.0,0.0,Minimal,3.0,1.5,Absent,8.0,Resonant,Fabulist,Memory,Timeless,Abstract,5.0,Internal,Existential,Solo,2.0,9.0,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_159.txt
gemini-2.5-pro,story_wc_164.txt,7.8,8.2,High,Monolingual,7.0,6.5,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.0,4.0,Earnest,8.5,Visual,Transforming,1.0,2.0,Minimal,3.0,2.0,Absent,8.5,Resonant,Fabulist,Memory,Timeless,Workplace,5.0,Internal,Professional,Solo,3.0,9.0,Positive,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_164.txt
gemini-2.5-pro,story_wc_156.txt,8.5,8.0,High,Monolingual,7.5,6.5,6.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Minimal,Idea,8.0,5.0,Earnest,8.5,Mixed,Transforming,1.5,6.0,Minimal,4.0,2.0,Absent,8.5,Circular,Literary,Existential,Timeless,Abstract,4.0,Internal,Existential,Duo,2.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_156.txt
gemini-2.5-pro,story_wc_160.txt,7.8,7.2,High,Monolingual,7.5,7.0,5.5,Balanced,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,8.0,3.5,Earnest,7.5,Mixed,Threaded,0.0,0.0,Minimal,2.0,1.5,Absent,8.5,Resonant,Literary,Family,Timeless,Workplace,3.5,Internal,Relational,Solo,2.0,3.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_160.txt
gemini-2.5-pro,story_wc_162.txt,8.5,6.5,High,Monolingual,7.5,6.5,5.5,Balanced,6.5,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Idea,8.0,2.5,Earnest,8.0,Visual,Threaded,0.5,3.0,Minimal,3.5,3.0,Absent,8.5,Resonant,Fabulist,Existential,Timeless,Abstract,4.5,Internal,Existential,Solo,1.5,9.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_162.txt
gemini-2.5-pro,story_wc_16.txt,8.2,6.8,High,Monolingual,7.6,7.8,6.0,Hypotaxis,7.0,ThirdLimited,Single,Past,Incidental,Reliable,6.5,Linear,Balanced,Distributed,Character,8.5,3.5,Earnest,8.0,Visual,Transforming,0.5,7.5,Minimal,3.0,1.0,Absent,8.0,Resonant,Speculative,Existential,Timeless,Workplace,4.5,Interpersonal,Relational,Duo,3.0,8.0,Positive,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_16.txt
gemini-2.5-pro,story_wc_17.txt,8.5,7.5,High,Monolingual,7.5,6.5,5.5,Balanced,5.5,ThirdLimited,Single,Past,Incidental,Reliable,4.0,Linear,Reflective,Distributed,Idea,8.0,2.5,Earnest,8.0,Auditory,Threaded,0.5,6.0,Minimal,3.0,2.0,Incidental,7.5,Resonant,Literary,Memory,Future,Domestic,4.5,Internal,Moral,Solo,2.5,6.0,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_17.txt
gemini-2.5-pro,story_wc_175.txt,8.8,7.8,High,Monolingual,8.2,7.4,5.8,Hypotaxis,5.5,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Idea,8.7,3.0,Earnest,8.9,Visual,Threaded,0.0,0.0,Minimal,2.0,1.0,Absent,8.6,Resonant,Literary,Nature,Timeless,Abstract,3.0,Environmental,Existential,Solo,3.0,8.0,Ambiguous,High,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_175.txt
gemini-2.5-pro,story_wc_172.txt,8.6,8.5,High,Monolingual,8.4,7.8,6.5,Hypotaxis,6.0,ThirdLimited,Single,Past,Incidental,Reliable,6.0,Linear,Balanced,Distributed,Character,9.0,3.0,Earnest,8.8,Mixed,Transforming,0.0,0.0,Minimal,2.0,1.5,Absent,8.5,Resonant,Literary,Nature,Future,Rural,4.0,Internal,Moral,Solo,2.0,6.0,Ambiguous,Medium,gpt-5-low,/mnt/r/writing2/style_fingerprint_raw/gpt-5-low/gemini-2.5-pro/story_wc_172.txt
